
 eiger (login-i17) : TURBOMOLE rev. V7.5.0 compiled 13 Jun 2020 at 23:29:25
 Copyright (C) 2020 TURBOMOLE GmbH, Karlsruhe


    2020-09-29 11:45:34.662 

                                                                                
  
Total energy =  -4206.6968605490 H =   -114470.0521415 eV
 
 HOMO-LUMO Separation
   HOMO:   222. b  27 a1    -0.13224547 H =     -3.59858 eV
   LUMO:   223. b  27 b2    -0.08469608 H =     -2.30470 eV
   Gap :                    +0.04754938 H =     +1.29388 eV
 
Number of MOs=   1678, Electrons=    295.00, Symmetry: d2d  
 
   Nr.   Orbital    Occupation       Energy
 1362. a 139 b2                    +3.620885 H =       +98.529 eV
 1361. a 139 a1                    +3.608114 H =       +98.182 eV
 1360. b 225 e                     +3.600831 H =       +97.984 eV
 1359. a 225 e                     +3.595593 H =       +97.841 eV
 1358. b 224 e                     +3.584389 H =       +97.536 eV
 1357. a 224 e                     +3.578580 H =       +97.378 eV
 1356. b  88 a2                    +3.574491 H =       +97.267 eV
 1355. b  90 b1                    +3.573690 H =       +97.245 eV
 1354. a  88 a2                    +3.568490 H =       +97.104 eV
 1353. a  90 b1                    +3.567910 H =       +97.088 eV
 1352. b 223 e                     +3.549157 H =       +96.577 eV
 1351. b 139 b2                    +3.544644 H =       +96.455 eV
 1350. b 222 e                     +3.542745 H =       +96.403 eV
 1349. a 138 b2                    +3.541537 H =       +96.370 eV
 1348. a 223 e                     +3.541208 H =       +96.361 eV
 1347. b 221 e                     +3.538968 H =       +96.300 eV
 1346. b 139 a1                    +3.538755 H =       +96.294 eV
 1345. a 222 e                     +3.538418 H =       +96.285 eV
 1344. a 138 a1                    +3.535699 H =       +96.211 eV
 1343. a 221 e                     +3.531831 H =       +96.106 eV
 1342. a  89 b1                    +3.529954 H =       +96.055 eV
 1341. b  89 b1                    +3.529888 H =       +96.053 eV
 1340. a  87 a2                    +3.528630 H =       +96.019 eV
 1339. b  87 a2                    +3.528591 H =       +96.018 eV
 1338. b 138 a1                    +3.512928 H =       +95.592 eV
 1337. b 138 b2                    +3.512671 H =       +95.585 eV
 1336. a 137 a1                    +3.510605 H =       +95.528 eV
 1335. a 137 b2                    +3.510197 H =       +95.517 eV
 1334. a  88 b1                    +3.504404 H =       +95.360 eV
 1333. a  86 a2                    +3.504384 H =       +95.359 eV
 1332. a 220 e                     +3.504173 H =       +95.353 eV
 1331. b 220 e                     +3.504134 H =       +95.352 eV
 1330. b  88 b1                    +3.504115 H =       +95.352 eV
 1329. b  86 a2                    +3.504103 H =       +95.351 eV
 1328. b 219 e                     +3.479048 H =       +94.670 eV
 1327. b  85 a2                    +3.475321 H =       +94.568 eV
 1326. a  85 a2                    +3.474861 H =       +94.556 eV
 1325. b  87 b1                    +3.474669 H =       +94.551 eV
 1324. a  87 b1                    +3.474163 H =       +94.537 eV
 1323. a 219 e                     +3.473876 H =       +94.529 eV
 1322. b 218 e                     +3.470592 H =       +94.440 eV
 1321. a 218 e                     +3.469088 H =       +94.399 eV
 1320. b 137 b2                    +3.457240 H =       +94.076 eV
 1319. b 137 a1                    +3.456824 H =       +94.065 eV
 1318. a 136 b2                    +3.456454 H =       +94.055 eV
 1317. a 136 a1                    +3.456276 H =       +94.050 eV
 1316. b 217 e                     +3.452505 H =       +93.947 eV
 1315. a 217 e                     +3.449097 H =       +93.855 eV
 1314. b 216 e                     +3.447253 H =       +93.805 eV
 1313. b 136 b2                    +3.444875 H =       +93.740 eV
 1312. a 216 e                     +3.444603 H =       +93.732 eV
 1311. a 135 b2                    +3.443010 H =       +93.689 eV
 1310. b 136 a1                    +3.437553 H =       +93.541 eV
 1309. a 135 a1                    +3.433230 H =       +93.423 eV
