
 eiger (login-i17) : TURBOMOLE rev. V7.5.0 compiled 13 Jun 2020 at 23:29:25
 Copyright (C) 2020 TURBOMOLE GmbH, Karlsruhe


    2020-09-29 12:02:21.098 

                                                                                
  
Total energy =  -4085.3668285920 H =   -111168.4938061 eV
 
 HOMO-LUMO Separation
   HOMO:   221. b  27 a1    -0.12686785 H =     -3.45225 eV
   LUMO:   222. b  11 b1    -0.07826449 H =     -2.12969 eV
   Gap :                    +0.04860336 H =     +1.32256 eV
 
Number of MOs=   1678, Electrons=    293.00, Symmetry: d2d  
 
   Nr.   Orbital    Occupation       Energy
 1498. a 249 e                     +4.808854 H =      +130.856 eV
 1497. a 248 e                     +4.780748 H =      +130.091 eV
 1496. b 152 a1                    +4.749931 H =      +129.252 eV
 1495. b 152 b2                    +4.749233 H =      +129.233 eV
 1494. a 151 b2                    +4.665501 H =      +126.955 eV
 1493. a 151 a1                    +4.664285 H =      +126.922 eV
 1492. a 100 b1                    +4.600307 H =      +125.181 eV
 1491. a  98 a2                    +4.600028 H =      +125.173 eV
 1490. b 100 b1                    +4.599648 H =      +125.163 eV
 1489. b  98 a2                    +4.599371 H =      +125.155 eV
 1488. b 247 e                     +4.578469 H =      +124.586 eV
 1487. a 247 e                     +4.576430 H =      +124.531 eV
 1486. b 246 e                     +4.554849 H =      +123.944 eV
 1485. a 246 e                     +4.463866 H =      +121.468 eV
 1484. b 151 b2                    +4.449926 H =      +121.089 eV
 1483. b 151 a1                    +4.448248 H =      +121.043 eV
 1482. b 245 e                     +4.447833 H =      +121.032 eV
 1481. a 245 e                     +4.445154 H =      +120.959 eV
 1480. a 150 a1                    +4.445070 H =      +120.957 eV
 1479. a 150 b2                    +4.445014 H =      +120.955 eV
 1478. a 244 e                     +4.424306 H =      +120.391 eV
 1477. b 244 e                     +4.424114 H =      +120.386 eV
 1476. a 243 e                     +4.403835 H =      +119.834 eV
 1475. b 243 e                     +4.403790 H =      +119.833 eV
 1474. a  99 b1                    +4.394643 H =      +119.584 eV
 1473. a 149 a1                    +4.394469 H =      +119.580 eV
 1472. b  99 b1                    +4.394140 H =      +119.571 eV
 1471. b 150 a1                    +4.394127 H =      +119.570 eV
 1470. a  97 a2                    +4.393599 H =      +119.556 eV
 1469. b  97 a2                    +4.393094 H =      +119.542 eV
 1468. a 149 b2                    +4.392491 H =      +119.526 eV
 1467. b 150 b2                    +4.392242 H =      +119.519 eV
 1466. a  98 b1                    +4.332245 H =      +117.886 eV
 1465. a  96 a2                    +4.332205 H =      +117.885 eV
 1464. b  98 b1                    +4.332073 H =      +117.882 eV
 1463. b  96 a2                    +4.332033 H =      +117.881 eV
 1462. b 149 b2                    +4.330630 H =      +117.842 eV
 1461. a 148 b2                    +4.330088 H =      +117.828 eV
 1460. b 149 a1                    +4.330018 H =      +117.826 eV
 1459. a 242 e                     +4.329947 H =      +117.824 eV
 1458. a 148 a1                    +4.329887 H =      +117.822 eV
 1457. b 242 e                     +4.329554 H =      +117.813 eV
 1456. a 241 e                     +4.324790 H =      +117.684 eV
 1455. b 241 e                     +4.324775 H =      +117.683 eV
 1454. a  97 b1                    +4.252024 H =      +115.703 eV
 1453. a  95 a2                    +4.251727 H =      +115.695 eV
 1452. b  97 b1                    +4.251529 H =      +115.690 eV
 1451. b  95 a2                    +4.251229 H =      +115.682 eV
 1450. a 147 b2                    +4.248958 H =      +115.620 eV
 1449. a 240 e                     +4.248470 H =      +115.607 eV
 1448. b 148 b2                    +4.248388 H =      +115.605 eV
 1447. b 240 e                     +4.248237 H =      +115.600 eV
 1446. a 147 a1                    +4.246490 H =      +115.553 eV
 1445. b 148 a1                    +4.245904 H =      +115.537 eV
 1444. a  94 a2                    +4.241868 H =      +115.427 eV
 1443. b  94 a2                    +4.241789 H =      +115.425 eV
 1442. a  96 b1                    +4.241032 H =      +115.404 eV
 1441. b  96 b1                    +4.240954 H =      +115.402 eV
 1440. a 239 e                     +4.239449 H =      +115.361 eV
 1439. b 239 e                     +4.239043 H =      +115.350 eV
 1438. b 238 e                     +4.237935 H =      +115.320 eV
 1437. a 238 e                     +4.235450 H =      +115.252 eV
 1436. b 237 e                     +4.228989 H =      +115.077 eV
 1435. b 147 a1                    +4.228981 H =      +115.076 eV
 1434. a 237 e                     +4.228968 H =      +115.076 eV
 1433. a 146 a1                    +4.228371 H =      +115.060 eV
 1432. b 147 b2                    +4.223948 H =      +114.939 eV
 1431. b  93 a2                    +4.223744 H =      +114.934 eV
 1430. a 146 b2                    +4.223612 H =      +114.930 eV
 1429. b  95 b1                    +4.223503 H =      +114.927 eV
 1428. a  93 a2                    +4.223469 H =      +114.926 eV
 1427. a  95 b1                    +4.223234 H =      +114.920 eV
 1426. b 236 e                     +4.217952 H =      +114.776 eV
 1425. a 236 e                     +4.217914 H =      +114.775 eV
 1424. b 146 b2                    +4.215840 H =      +114.719 eV
 1423. b 146 a1                    +4.215415 H =      +114.707 eV
 1422. a 145 b2                    +4.212538 H =      +114.629 eV
 1421. a 145 a1                    +4.212086 H =      +114.617 eV
 1420. b 235 e                     +4.158716 H =      +113.164 eV
 1419. a 235 e                     +4.139554 H =      +112.643 eV
 1418. a 144 b2                    +4.121661 H =      +112.156 eV
 1417. b 145 b2                    +4.121274 H =      +112.146 eV
 1416. a 234 e                     +4.120976 H =      +112.137 eV
 1415. b 234 e                     +4.120647 H =      +112.129 eV
 1414. a 144 a1                    +4.120040 H =      +112.112 eV
 1413. b 145 a1                    +4.119817 H =      +112.106 eV
 1412. b 233 e                     +4.116106 H =      +112.005 eV
 1411. a 233 e                     +4.115248 H =      +111.982 eV
 1410. a  92 a2                    +4.112349 H =      +111.903 eV
 1409. b  92 a2                    +4.111907 H =      +111.891 eV
 1408. a  94 b1                    +4.111875 H =      +111.890 eV
 1407. b  94 b1                    +4.111435 H =      +111.878 eV
 1406. b 144 b2                    +3.996484 H =      +108.750 eV
 1405. a 143 b2                    +3.994990 H =      +108.709 eV
 1404. b 144 a1                    +3.990251 H =      +108.580 eV
 1403. a 143 a1                    +3.989384 H =      +108.557 eV
 1402. a  93 b1                    +3.982971 H =      +108.382 eV
 1401. b  93 b1                    +3.982603 H =      +108.372 eV
 1400. a  91 a2                    +3.981509 H =      +108.342 eV
 1399. b  91 a2                    +3.981142 H =      +108.332 eV
 1398. b 232 e                     +3.980313 H =      +108.310 eV
 1397. a 232 e                     +3.977734 H =      +108.240 eV
 1396. b 231 e                     +3.974383 H =      +108.148 eV
 1395. a 231 e                     +3.974138 H =      +108.142 eV
 1394. b 143 b2                    +3.971934 H =      +108.082 eV
 1393. a 142 b2                    +3.970580 H =      +108.045 eV
 1392. b 143 a1                    +3.970490 H =      +108.043 eV
 1391. a 142 a1                    +3.968915 H =      +108.000 eV
 1390. b 230 e                     +3.966229 H =      +107.927 eV
 1389. a 230 e                     +3.965901 H =      +107.918 eV
 1388. b 142 b2                    +3.731898 H =      +101.550 eV
 1387. b 142 a1                    +3.729683 H =      +101.490 eV
 1386. b  90 a2                    +3.727140 H =      +101.421 eV
 1385. a  90 a2                    +3.726638 H =      +101.407 eV
 1384. b  92 b1                    +3.726158 H =      +101.394 eV
 1383. a  92 b1                    +3.725680 H =      +101.381 eV
 1382. a 141 b2                    +3.719398 H =      +101.210 eV
 1381. a 141 a1                    +3.716602 H =      +101.134 eV
 1380. b 229 e                     +3.711893 H =      +101.006 eV
 1379. a 229 e                     +3.709657 H =      +100.945 eV
 1378. b 228 e                     +3.696337 H =      +100.582 eV
 1377. b 141 b2                    +3.692442 H =      +100.476 eV
 1376. a 140 b2                    +3.692098 H =      +100.467 eV
 1375. b 141 a1                    +3.691674 H =      +100.456 eV
 1374. a 140 a1                    +3.691559 H =      +100.452 eV
 1373. a 228 e                     +3.685517 H =      +100.288 eV
 1372. b 227 e                     +3.669421 H =       +99.850 eV
 1371. b 226 e                     +3.661356 H =       +99.631 eV
 1370. a 227 e                     +3.661204 H =       +99.626 eV
 1369. b  91 b1                    +3.655481 H =       +99.471 eV
 1368. b  89 a2                    +3.654882 H =       +99.454 eV
 1367. a 226 e                     +3.650726 H =       +99.341 eV
 1366. a  91 b1                    +3.650243 H =       +99.328 eV
 1365. a  89 a2                    +3.649725 H =       +99.314 eV
 1364. b 140 b2                    +3.619642 H =       +98.495 eV
 1363. a 139 b2                    +3.599570 H =       +97.949 eV
 1362. b 140 a1                    +3.595044 H =       +97.826 eV
 1361. b 225 e                     +3.594867 H =       +97.821 eV
 1360. a 225 e                     +3.588400 H =       +97.645 eV
 1359. a 139 a1                    +3.578743 H =       +97.383 eV
 1358. b 224 e                     +3.567406 H =       +97.074 eV
 1357. b  88 a2                    +3.562916 H =       +96.952 eV
 1356. a 224 e                     +3.561842 H =       +96.923 eV
 1355. b  90 b1                    +3.561682 H =       +96.918 eV
 1354. a  88 a2                    +3.556123 H =       +96.767 eV
 1353. a  90 b1                    +3.555069 H =       +96.738 eV
 1352. b 223 e                     +3.553886 H =       +96.706 eV
 1351. b 139 b2                    +3.542160 H =       +96.387 eV
 1350. a 223 e                     +3.538809 H =       +96.296 eV
 1349. a 138 b2                    +3.538576 H =       +96.290 eV
 1348. b 139 a1                    +3.533700 H =       +96.157 eV
 1347. a 138 a1                    +3.529015 H =       +96.029 eV
 1346. a  89 b1                    +3.528406 H =       +96.013 eV
 1345. b  89 b1                    +3.528264 H =       +96.009 eV
 1344. a  87 a2                    +3.527247 H =       +95.981 eV
 1343. b  87 a2                    +3.527136 H =       +95.978 eV
 1342. b 222 e                     +3.523250 H =       +95.873 eV
 1341. a 222 e                     +3.521822 H =       +95.834 eV
 1340. b 221 e                     +3.520799 H =       +95.806 eV
 1339. a 221 e                     +3.511484 H =       +95.552 eV
 1338. a  88 b1                    +3.503286 H =       +95.329 eV
 1337. a 220 e                     +3.503098 H =       +95.324 eV
 1336. a  86 a2                    +3.503050 H =       +95.323 eV
 1335. b 220 e                     +3.503005 H =       +95.322 eV
 1334. b  88 b1                    +3.502882 H =       +95.318 eV
 1333. b  86 a2                    +3.502629 H =       +95.311 eV
 1332. b 138 a1                    +3.502336 H =       +95.303 eV
 1331. b 138 b2                    +3.501530 H =       +95.281 eV
 1330. a 137 b2                    +3.497584 H =       +95.174 eV
 1329. a 137 a1                    +3.496949 H =       +95.157 eV
 1328. b 219 e                     +3.473326 H =       +94.514 eV
 1327. b  85 a2                    +3.472456 H =       +94.490 eV
 1326. a  85 a2                    +3.472100 H =       +94.481 eV
 1325. b  87 b1                    +3.472027 H =       +94.479 eV
 1324. a  87 b1                    +3.471608 H =       +94.467 eV
 1323. b 218 e                     +3.469639 H =       +94.414 eV
 1322. a 219 e                     +3.466588 H =       +94.331 eV
 1321. a 218 e                     +3.466500 H =       +94.328 eV
 1320. b 217 e                     +3.459764 H =       +94.145 eV
 1319. b 137 a1                    +3.459412 H =       +94.135 eV
 1318. a 136 a1                    +3.457623 H =       +94.087 eV
 1317. a 217 e                     +3.456976 H =       +94.069 eV
 1316. b 137 b2                    +3.454409 H =       +93.999 eV
 1315. a 136 b2                    +3.453438 H =       +93.973 eV
 1314. b 136 b2                    +3.443588 H =       +93.705 eV
 1313. a 135 b2                    +3.438912 H =       +93.578 eV
